,phenotype,sex,animal,trial,outcome,latency,c-start,c-end,dist-euclid,dist-total,curvature,speed-mean,speed-peak,acc-peak,xacc-peak,yacc-peak
58,eYFP,F,m971,3,escape,3.2999999999999545,"(0.0341566589833557, 0.4003546371226326)","(-0.0865116187607515, 0.0036210088713076)",0.4146786768561768,0.555052540113709,1.3385123737775841,0.24669001782831512,0.6861443906088859,5.325934004509313,2.023991777688177,5.0625596839926
59,eYFP,F,m971,4,escape,3.400000000000091,"(-0.1293187193747254, 0.3715718611576276)","(-0.0992832647079702, 0.0154775164780379)",0.35735879847825924,0.4699385045531422,1.3150326969820836,0.2349692522765711,0.8815196981784955,5.276113165513443,1.8781276423620483,4.040944609619234
60,eYFP,F,m971,5,escape,3.75,"(0.0853935278308828, 0.4116956698584734)","(-0.0774910270028296, 0.0214297923433596)",0.42289340661213726,0.510041117538049,1.2060748868705833,0.27569790137191835,0.9956235620749028,5.413169426745951,2.6581235254565305,5.410335171657471
61,eYFP,F,m972,2,escape,3.1499999999999773,"(-0.1277509022449334, 0.3660144291430175)","(-0.1008974697511213, 0.0558843402479224)",0.3112905055969092,0.40277540275287044,1.2938891341402659,0.2065514885912156,0.551262156813858,4.885502838276183,1.269597308143433,4.883629576241249
62,eYFP,F,m972,4,escape,3.3999999999998636,"(-0.1335680952215606, 0.3528721834275349)","(-0.1078845907326547, 0.0219639275803681)",0.3319034742069532,0.4640505399084482,1.39814908842773,0.25083812968024227,0.6869998869535816,8.687015793246857,1.1969637332080785,8.185816054405903
63,eYFP,F,m972,5,escape,4.149999999999864,"(-0.0255047782777903, 0.361130257840631)","(-0.1095568214173258, 0.0055038261440975)",0.3654242806343601,0.4812424575982924,1.3169416568676748,0.2467910038965602,0.7320141295599832,5.2972175801251735,1.856141640066375,5.116388937466576
64,eYFP,M,m1015,1,escape,3.0,"(0.0832596264409892, 0.4875222156548152)","(-0.1179883371482219, 0.0926866530130232)",0.4431657301455798,0.48591740302264486,1.0964688150932185,0.2776670874415113,1.151022156797026,7.061144230747551,4.439305882473294,6.748395003334923
65,eYFP,M,m1015,2,escape,3.1499999999999773,"(0.1139121603089761, 0.4274166329366811)","(-0.0538367482044385, 0.0770319161818406)",0.38847026403936213,0.4521495924476449,1.1639233019952087,0.2740300560288757,1.1269626643545334,7.970764402618392,3.970233582050413,4.075822430094927
66,eYFP,M,m1015,3,escape,2.8500000000000227,"(-0.1276987769563974, 0.3706241368082726)","(-0.1037668475529112, 0.0864686037945086)",0.2851615405122328,0.320823262252877,1.1250579642562788,0.2069827498405658,0.8998018508007113,5.948075839602591,1.7392795171429332,5.939640386795686
67,eYFP,M,m1015,4,escape,1.900000000000091,"(-0.1198002014133977, 0.3577633500828829)","(-0.1027953868952459, 0.0942016270740133)",0.26410972256280313,0.29387780797586893,1.1127110548002912,0.17810776240961754,0.7407486087896274,4.721059006138106,1.4675767432629994,3.850325522527093
68,eYFP,M,m1015,5,escape,2.6499999999999773,"(0.0965411114702224, 0.42332140009191)","(-0.0621256700234716, 0.0665691760031836)",0.39044499861289106,0.43575138896280696,1.1160378299398712,0.2640917508865497,1.0136267940941954,5.407351916094754,3.7314410986897935,3.751357337419148
69,eYFP,M,m1086,1,escape,3.75,"(-0.0283944974831518, 0.2844324076179433)","(-0.0826588975714563, 0.0744286990778203)",0.21690132023007264,0.2650776233838456,1.222111617866923,0.2039058641414197,0.9554839076434248,8.177799113086277,1.769281465369138,8.129246549850194
70,eYFP,M,m1086,2,escape,3.0,"(0.017805855100605, 0.3203458695579233)","(-0.0958166222573384, 0.0777461626404703)",0.2678893151235981,0.32289769474758234,1.2053399539231515,0.24838284211352488,1.023460350927864,8.897192817070973,2.8725928117426305,8.575887927942528
71,eYFP,M,m1086,3,escape,3.7000000000000455,"(0.0522031561971876, 0.4209058873175751)","(-0.0838902906545357, 0.056945332556486)",0.3885726594833746,0.4326493574151515,1.113432319171346,0.2983788671828631,1.0577670806873027,8.637244589723588,2.66932010333063,8.564758246082038
72,eYFP,M,m1086,4,escape,4.2000000000000455,"(-0.0509064693373596, 0.3616177251579462)","(-0.1064127728126724, 0.0725414840569784)",0.2943569650858603,0.3495972039572205,1.1876641133843981,0.22554658319820675,0.9206415742678596,7.441425918050343,2.6023633422021963,7.411467819094009
73,eYFP,M,m1086,5,escape,3.0,"(0.0601730974541396, 0.3996144427961599)","(-0.0666955869470784, 0.0588986455896466)",0.3635696873334819,0.41537730264823525,1.1424970703545843,0.286467105274645,1.018707170352731,9.890216587859502,1.6213850922953577,9.756407870587084
74,eYFP,M,m973,1,escape,3.199999999999932,"(-0.1147930217504149, 0.3627677187997276)","(-0.0552481290917257, 0.0460046822989758)",0.3223110540067024,0.45850091597781384,1.4225417039785406,0.24131627156727045,0.7426366122630446,4.325535928915484,2.094297337877893,4.147999353693161
75,eYFP,M,m973,2,escape,3.25,"(-0.1259760006249099, 0.3695642673467304)","(-0.0756114435283592, 0.0238691692168549)",0.34934465715473023,0.4604190300753371,1.3179506846483995,0.23611232311555747,0.8098818709185792,5.352251108195864,1.5485339856040947,3.612540044984897
76,eYFP,M,m973,3,escape,3.400000000000091,"(-0.1336790706285144, 0.3874380492471078)","(-0.0733037567789728, 0.0360837819086326)",0.3565038565000207,0.46567496818735254,1.3062270146503325,0.25171619902019055,0.7367468859359861,3.906150246940816,1.5157387412484624,2.7114126320783027
77,eYFP,M,m973,4,escape,4.050000000000182,"(-0.1383729494427058, 0.3676128778039)","(-0.0916546018927458, 0.0153576299281363)",0.3553397861959938,0.4701656553310631,1.3231438572199035,0.2849488820188261,0.8119325932191522,6.670951663131592,2.2443784493123453,6.600750592796664
78,eYFP,M,m973,5,escape,3.2999999999999545,"(0.0779320607313245, 0.3447246608608347)","(-0.0612717938101101, 0.0322862606754804)",0.34204600133545854,0.4574275874512591,1.3373276859408192,0.24725815537905899,0.7828928999977792,4.297545793313425,1.915669140425369,4.102634568528233
