,phenotype,sex,animal,trial,outcome,latency,c-start,c-end,dist-euclid,dist-total,curvature,speed-mean,speed-peak,acc-peak,xacc-peak,yacc-peak
65,eYFP,M,m1015,2,escape,3.1499999999999773,"(0.1156407717047144, 0.4805146815532645)","(-0.0538367482044385, 0.0770319161818406)",0.4376310908817252,0.48095320812364334,1.0989923205744687,0.22902533720173493,1.1269626643545334,7.970764402618392,3.970233582050413,4.075822430094927
66,eYFP,M,m1015,3,escape,2.8500000000000227,"(-0.1139095843256996, 0.4033207353079568)","(-0.1037668475529112, 0.0864686037945086)",0.31701442925182055,0.3505754831624634,1.1058660137011733,0.1752877415812317,0.8998018508007113,5.948075839602591,1.7392795171429332,5.939640386795686
67,eYFP,M,m1015,4,escape,1.900000000000091,"(-0.0888887479623271, 0.4016194852020937)","(-0.1027953868952459, 0.0942016270740133)",0.30773224417091416,0.3388793473778529,1.1012149483745346,0.16137111779897756,0.7407486087896274,4.721059006138106,1.4675767432629994,3.850325522527093
68,eYFP,M,m1015,5,escape,2.6499999999999773,"(0.1001170327914133, 0.4686549654634876)","(-0.0621256700234716, 0.0665691760031836)",0.43358468227394176,0.46780471338926377,1.0789235240872774,0.22276414923298274,1.0136267940941954,5.407351916094754,3.7314410986897935,3.751357337419148
69,eYFP,M,m1086,1,escape,3.75,"(0.0005618997380493, 0.3629600343419213)","(-0.0826588975714563, 0.0744286990778203)",0.30029324423655435,0.3219133745127008,1.0719967255044716,0.18395049972154331,0.9554839076434248,8.177799113086277,1.769281465369138,8.129246549850194
70,eYFP,M,m1086,2,escape,3.0,"(0.0351258881258445, 0.3663029208039898)","(-0.0958166222573384, 0.0777461626404703)",0.31687685890151374,0.34754620068536185,1.0967863096414379,0.1985978289630639,1.023460350927864,8.897192817070973,2.8725928117426305,8.575887927942528
71,eYFP,M,m1086,3,escape,3.7000000000000455,"(0.1184802019139428, 0.4651339660072006)","(-0.0838902906545357, 0.056945332556486)",0.45560045735355714,0.4970662161693456,1.0910134266691704,0.2616137979838661,1.0577670806873027,8.637244589723588,2.66932010333063,8.564758246082038
72,eYFP,M,m1086,4,escape,4.2000000000000455,"(-0.0017836926221194, 0.3990945196274144)","(-0.1064127728126724, 0.0725414840569784)",0.3429054234942743,0.39803224500048245,1.1607639241877685,0.19901612250024123,0.9206415742678596,7.441425918050343,2.6023633422021963,7.411467819094009
73,eYFP,M,m1086,5,escape,3.0,"(0.0720029251896428, 0.4362207491078175)","(-0.0666955869470784, 0.0588986455896466)",0.4020065261563766,0.4473586364439561,1.1128143632920475,0.23545191391787165,1.018707170352731,9.890216587859502,1.6213850922953577,9.756407870587084
74,eYFP,M,m973,1,escape,3.199999999999932,"(-0.0869002569884991, 0.4603623218661091)","(-0.0552481290917257, 0.0460046822989758)",0.41556480922720107,0.5349336760856308,1.2872448874591,0.22763135152580033,0.7426366122630446,6.386688590833122,2.094297337877893,4.147999353693161
75,eYFP,M,m973,2,escape,3.25,"(-0.0948879540063464, 0.4405320248058199)","(-0.0756114435283592, 0.0238691692168549)",0.41710852195053344,0.5208103235732507,1.248620673434756,0.2170043014888545,0.8098818709185792,5.541876223475863,1.5485339856040947,3.612540044984897
76,eYFP,M,m973,3,escape,3.400000000000091,"(-0.1173653604964776, 0.4500425504069765)","(-0.0733037567789728, 0.0360837819086326)",0.41629711377671585,0.5155015310102009,1.2383019577855976,0.22413110043921777,0.7367468859359861,3.906150246940816,1.5157387412484624,2.7114126320783027
77,eYFP,M,m973,4,escape,4.050000000000182,"(-0.119186702752186, 0.4335366540397564)","(-0.0916546018927458, 0.0153576299281363)",0.41908437430269496,0.5224328658361713,1.2466054519580587,0.2487775551600816,0.8119325932191522,7.834592582049867,2.2443784493123453,6.600750592796664
78,eYFP,M,m973,5,escape,3.2999999999999545,"(0.0815642487240758, 0.4538325267997362)","(-0.0612717938101101, 0.0322862606754804)",0.4450880694088864,0.5409543791331793,1.2153872824576297,0.23519755614486057,0.7828928999977792,4.297545793313425,1.915669140425369,4.102634568528233
